geneid	gene_name	proteinid	protein_size	protein_desc
ENSG00000153291	SLC25A27	ENSP00000360398	323	Mitochondrial uncoupling protein 4; UCP are mitochondrial transporter proteins that create proton leaks across the inner mitochondrial membrane, thus uncoupling oxidative phosphorylation from ATP synthesis. As a result, energy is dissipated in the form of heat. May play a role in thermoregulatory heat production and metabolism in brain; Belongs to the mitochondrial carrier (TC 2.A.29) family
ENSG00000180113	TDRD6	ENSP00000346065	2096	Tudor domain-containing protein 6; Involved in spermiogenesis, chromatoid body formation and for proper precursor and mature miRNA expression; Tudor domain containing
ENSG00000198087	CD2AP	ENSP00000352264	639	CD2-associated protein; Seems to act as an adapter protein between membrane proteins and the actin cytoskeleton. In collaboration with CBLC, modulates the rate of RET turnover and may act as regulatory checkpoint that limits the potency of GDNF on neuronal survival. Controls CBLC function, converting it from an inhibitor to a promoter of RET degradation (By similarity). May play a role in receptor clustering and cytoskeletal polarity in the junction between T-cell and antigen-presenting cell (By similarity). May anchor the podocyte slit diaphragm to the actin cytoskeleton in renal glom [...] 
ENSG00000146085	MUT	ENSP00000274813	750	Methylmalonyl-CoA mutase, mitochondrial; Involved in the degradation of several amino acids, odd- chain fatty acids and cholesterol via propionyl-CoA to the tricarboxylic acid cycle. MCM has different functions in other species; Belongs to the methylmalonyl-CoA mutase family
ENSG00000031691	CENPQ	ENSP00000337289	268	Centromere protein Q; Component of the CENPA-CAD (nucleosome distal) complex, a complex recruited to centromeres which is involved in assembly of kinetochore proteins, mitotic progression and chromosome segregation. May be involved in incorporation of newly synthesized CENPA into centromeres via its interaction with the CENPA-NAC complex. Plays an important role in chromosome congression and in the recruitment of CENP-O complex (which comprises CENPO, CENPP, CENPQ and CENPU), CENPE and PLK1 to the kinetochores; Constitutive centromere associated network
ENSG00000243955	GSTA1	ENSP00000335620	222	Glutathione S-transferase A1; Conjugation of reduced glutathione to a wide number of exogenous and endogenous hydrophobic electrophiles; Belongs to the GST superfamily. Alpha family
ENSG00000112146	FBXO9	ENSP00000244426	447	F-box only protein 9; Substrate recognition component of a SCF (SKP1-CUL1-F- box protein) E3 ubiquitin-protein ligase complex which mediates the ubiquitination and subsequent proteasomal degradation of TTI1 and TELO2 in a CK2-dependent manner, thereby directly regulating mTOR signaling. SCF(FBXO9) recognizes and binds mTORC1-bound TTI1 and TELO2 when they are phosphorylated by CK2 following growth factor deprivation, leading to their degradation. In contrast, the SCF(FBXO9) does not mediate ubiquitination of TTI1 and TELO2 when they are part of the mTORC2 complex. As a consequence, mTO [...] 
ENSG00000001084	GCLC	ENSP00000229416	637	Glutamate-cysteine ligase catalytic subunit
ENSG00000124749	COL21A1	ENSP00000244728	957	Collagen type XXI alpha 1 chain; Collagens
ENSG00000151917	BEND6	ENSP00000359782	279	BEN domain-containing protein 6; Acts as a corepressor of recombining binding protein suppressor hairless (RBPJ) and inhibits Notch signaling in neural stem cells, thereby opposing their self-renewal and promoting neurogenesis; BEN domain containing
ENSG00000198225	FKBP1C	ENSP00000359693	108	Peptidylprolyl isomerase; FK506 binding protein 1C; FKBP prolyl isomerases
ENSG00000154079	C6orf57	ENSP00000359505	108	Succinate dehydrogenase assembly factor 4, mitochondrial; Plays an essential role in the assembly of succinate dehydrogenase (SDH), an enzyme complex (also referred to as respiratory complex II) that is a component of both the tricarboxylic acid (TCA) cycle and the mitochondrial electron transport chain, and which couples the oxidation of succinate to fumarate with the reduction of ubiquinone (coenzyme Q) to ubiquinol. Binds to the flavoprotein subunit SDHA in its FAD-bound form, blocking the generation of excess reactive oxigen species (ROS) and facilitating its assembly with the iron [...] 
ENSG00000119900	OGFRL1	ENSP00000359464	451	Opioid growth factor receptor like 1
ENSG00000119899	SLC17A5	ENSP00000348019	495	Sialin; Transports glucuronic acid and free sialic acid out of the lysosome after it is cleaved from sialoglycoconjugates undergoing degradation, this is required for normal CNS myelination. Mediates aspartate and glutamate membrane potential- dependent uptake into synaptic vesicles and synaptic-like microvesicles. Also functions as an electrogenic 2NO(3)(-)/H(+) cotransporter in the plasma membrane of salivary gland acinar cells, mediating the physiological nitrate efflux, 25% of the circulating nitrate ions is typically removed and secreted in saliva; Belongs to the major facilitator [...] 
ENSG00000111799	COL12A1	ENSP00000325146	3063	Collagen alpha-1(XII) chain; Type XII collagen interacts with type I collagen- containing fibrils, the COL1 domain could be associated with the surface of the fibrils, and the COL2 and NC3 domains may be localized in the perifibrillar matrix; Belongs to the fibril-associated collagens with interrupted helices (FACIT) family
ENSG00000112695	COX7A2	ENSP00000359098	115	Cytochrome c oxidase subunit 7A2, mitochondrial; This protein is one of the nuclear-coded polypeptide chains of cytochrome c oxidase, the terminal oxidase in mitochondrial electron transport
ENSG00000118402	ELOVL4	ENSP00000358831	314	Elongation of very long chain fatty acids protein 4; Catalyzes the first and rate-limiting reaction of the four that constitute the long-chain fatty acids elongation cycle. This endoplasmic reticulum-bound enzymatic process, allows the addition of 2 carbons to the chain of long- and very long-chain fatty acids/VLCFAs per cycle. Condensing enzyme that specifically elongates C24:0 and C26:0 acyl-CoAs. May participate in the production of saturated and monounsaturated VLCFAs of different chain lengths that are involved in multiple biological processes as precursors of membrane lipids and  [...] 
ENSG00000083123	BCKDHB	ENSP00000318351	392	2-oxoisovalerate dehydrogenase subunit beta, mitochondrial; The branched-chain alpha-keto dehydrogenase complex catalyzes the overall conversion of alpha-keto acids to acyl-CoA and CO(2). It contains multiple copies of three enzymatic components: branched-chain alpha-keto acid decarboxylase (E1), lipoamide acyltransferase (E2) and lipoamide dehydrogenase (E3)
ENSG00000146242	TPBG	ENSP00000358765	420	Trophoblast glycoprotein; May function as an inhibitor of Wnt/beta-catenin signaling by indirectly interacting with LRP6 and blocking Wnt3a- dependent LRP6 internalization
ENSG00000083097	DOPEY1	ENSP00000237163	2476	Protein dopey-1; May be involved in protein traffic between late Golgi and early endosomes
ENSG00000203877	RIPPLY2	ENSP00000358703	128	Protein ripply2; Plays a role in somitogenesis. Required for somite segregation and establishment of rostrocaudal polarity in somites (By similarity)
ENSG00000135346	CGA	ENSP00000482232	147	Glycoprotein hormones, alpha polypeptide; Belongs to the glycoprotein hormones subunit alpha family
ENSG00000111850	SMIM8	ENSP00000376603	97	Small integral membrane protein 8
ENSG00000164414	SLC35A1	ENSP00000358565	337	CMP-sialic acid transporter; Transports CMP-sialic acid from the cytosol into Golgi vesicles where glycosyltransferases function; Belongs to the nucleotide-sugar transporter family. SLC35A subfamily
ENSG00000146276	GABRR1	ENSP00000412673	479	Gamma-aminobutyric acid receptor subunit rho-1; GABA, the major inhibitory neurotransmitter in the vertebrate brain, mediates neuronal inhibition by binding to the GABA/benzodiazepine receptor and opening an integral chloride channel. Rho-1 GABA receptor could play a role in retinal neurotransmission; Gamma-aminobutyric acid type A receptor subunits
ENSG00000172469	MANEA	ENSP00000351669	462	Glycoprotein endo-alpha-1,2-mannosidase; Mannosidases endo-alpha
ENSG00000123545	NDUFAF4	ENSP00000358272	175	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4; Involved in the assembly of mitochondrial NADH:ubiquinone oxidoreductase complex (complex I). May be involved in cell proliferation and survival of hormone-dependent tumor cells. May be a regulator of breast tumor cell invasion
ENSG00000146263	MMS22L	ENSP00000275053	1243	Protein MMS22-like; Component of the MMS22L-TONSL complex, a complex that stimulates the recombination-dependent repair of stalled or collapsed replication forks. The MMS22L-TONSL complex is required to maintain genome integrity during DNA replication by promoting homologous recombination-mediated repair of replication fork- associated double-strand breaks. It may act by mediating the assembly of RAD51 filaments on ssDNA
ENSG00000130348	QRSL1	ENSP00000358042	528	Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial; Allows the formation of correctly charged Gln-tRNA(Gln) through the transamidation of misacylated Glu-tRNA(Gln) in the mitochondria. The reaction takes place in the presence of glutamine and ATP through an activated gamma-phospho-Glu- tRNA(Gln)
ENSG00000118690	ARMC2	ENSP00000376417	867	Required for sperm flagellum axoneme organization and function (By similarity). Involved in axonemal central pair complex assembly and/or stability (By similarity). 
ENSG00000135587	SMPD2	ENSP00000258052	423	Sphingomyelin phosphodiesterase 2; Converts sphingomyelin to ceramide. Hydrolyze 1-acyl-2- lyso-sn-glycero-3-phosphocholine (lyso-PC) and 1-O-alkyl-2-lyso- sn-glycero-3-phosphocholine (lyso-platelet-activating factor). The physiological substrate seems to be Lyso-PAF; Belongs to the neutral sphingomyelinase family
ENSG00000135596	MICAL1	ENSP00000351664	1067	[F-actin]-monooxygenase MICAL1; Monooxygenase that promotes depolymerization of F-actin by mediating oxidation of specific methionine residues on actin to form methionine-sulfoxide, resulting in actin filament disassembly and preventing repolymerization (By similarity). In the absence of actin, it also functions as a NADPH oxidase producing H(2)O(2). Acts as a cytoskeletal regulator that connects NEDD9 to intermediate filaments. Also acts as a negative regulator of apoptosis via its interaction with STK38 and STK38L; acts by antagonizing STK38 and STK38L activation by MST1/STK4. Involv [...] 
ENSG00000155085	AK9	ENSP00000410186	1911	Adenylate kinase 9; Involved in maintaining the homeostasis of cellular nucleotides by catalyzing the interconversion of nucleoside phosphates. Has both nucleoside monophosphate and diphosphate kinase activities. Catalyzes the phosphorylation of AMP, dAMP, CMP and dCMP with ATP as phosphate donor and of CMP with GTP as phosphate donor. Also catalyzes the production of ATP, CTP, GTP, UTP, dATP, dCTP, dGTP and TTP from the corresponding diphosphate substrates with either ATP or GTP as phosphate donor. Shows substrate preference of CDP > UDP > ADP > GDP > TDP; Belongs to the adenylate kin [...] 
ENSG00000004809	SLC22A16	ENSP00000357915	577	Solute carrier family 22 member 16; High affinity carnitine transporter; the uptake is partially sodium-ion dependent. Thought to mediate the L-carnitine secretion mechanism from testis epididymal epithelium into the lumen which is involved in the maturation of spermatozoa. Also transports organic cations such as tetraethylammonium (TEA) and doxorubicin. The uptake of TEA is inhibited by various organic cations. The uptake of doxorubicin is sodium-independent; Belongs to the major facilitator (TC 2.A.1) superfamily. Organic cation transporter (TC 2.A.1.19) family
ENSG00000112761	WISP3	ENSP00000357655	372	WNT1-inducible-signaling pathway protein 3; Appears to be required for normal postnatal skeletal growth and cartilage homeostasis; CYR61/CTGF/NOV matricellular proteins
ENSG00000111816	FRK	ENSP00000476145	505	Tyrosine-protein kinase FRK; Non-receptor tyrosine-protein kinase that negatively regulates cell proliferation. Positively regulates PTEN protein stability through phosphorylation of PTEN on 'Tyr-336', which in turn prevents its ubiquitination and degradation, possibly by reducing its binding to NEDD4. May function as a tumor suppressor; SH2 domain containing
ENSG00000173626	TRAPPC3L	ENSP00000357591	181	Trafficking protein particle complex subunit 3-like protein; May play a role in vesicular transport from endoplasmic reticulum to Golgi; Belongs to the TRAPP small subunits family. BET3 subfamily
ENSG00000111832	RWDD1	ENSP00000420357	243	RWD domain-containing protein 1; Protects DRG2 from proteolytic degradation; Belongs to the RWDD1/GIR2 family
ENSG00000111834	RSPH4A	ENSP00000229554	716	Radial spoke head protein 4 homolog A; Probable component of the axonemal radial spoke head. Radial spokes are regularly spaced along cilia, sperm and flagella axonemes. They consist of a thin stalk which is attached to a subfiber of the outer doublet microtubule, and a bulbous head which is attached to the stalk and appears to interact with the projections from the central pair of microtubules
ENSG00000047932	GOPC	ENSP00000357484	462	Golgi-associated PDZ and coiled-coil motif-containing protein; Plays a role in intracellular protein trafficking and degradation. May regulate CFTR chloride currents and acid-induced ASIC3 currents by modulating cell surface expression of both channels. May also regulate the intracellular trafficking of the ADR1B receptor. May play a role in autophagy. Overexpression results in CFTR intracellular retention and degradation in the lysosomes; PDZ domain containing
ENSG00000153989	NUS1	ENSP00000357480	293	Dehydrodolichyl diphosphate synthase complex subunit NUS1; With DHDDS, forms the dehydrodolichyl diphosphate synthase (DDS) complex, an essential component of the dolichol monophosphate (Dol-P) biosynthetic machinery. Adds multiple copies of isopentenyl pyrophosphate (IPP) to farnesyl pyrophosphate (FPP) to produce dehydrodolichyl diphosphate (Dedol-PP), a precursor of dolichol which is utilized as a sugar carrier in protein glycosylation in the endoplasmic reticulum (ER). Regulates the glycosylation and stability of nascent NPC2, thereby promoting trafficking of LDL-derived cholestero [...] 
ENSG00000025156	HSF2	ENSP00000357440	536	Heat shock factor protein 2; DNA-binding protein that specifically binds heat shock promoter elements (HSE) and activates transcription. In higher eukaryotes, HSF is unable to bind to the HSE unless the cells are heat shocked
ENSG00000135549	PKIB	ENSP00000480824	85	cAMP-dependent protein kinase inhibitor beta; Extremely potent competitive inhibitor of cAMP-dependent protein kinase activity, this protein interacts with the catalytic subunit of the enzyme after the cAMP-induced dissociation of its regulatory chains
ENSG00000172594	SMPDL3A	ENSP00000357425	453	Acid sphingomyelinase-like phosphodiesterase 3a; Has in vitro nucleotide phosphodiesterase activity with nucleoside triphosphates, such as ATP. Has in vitro activity with p-nitrophenyl-TMP. Has lower activity with nucleoside diphosphates, and no activity with nucleoside monophosphates. Has in vitro activity with CDP-choline, giving rise to CMP and phosphocholine. Has in vitro activity with CDP-ethanolamine. Does not have sphingomyelin phosphodiesterase activity; Belongs to the acid sphingomyelinase family
ENSG00000203760	CENPW	ENSP00000357308	103	Constitutive centromere associated network
ENSG00000198945	L3MBTL3	ENSP00000431962	780	Lethal(3)malignant brain tumor-like protein 3; Putative Polycomb group (PcG) protein. PcG proteins maintain the transcriptionally repressive state of genes, probably via a modification of chromatin, rendering it heritably changed in its expressibility. Required for normal maturation of myeloid progenitor cells (By similarity); MBT domain containing
ENSG00000079819	EPB41L2	ENSP00000338481	1005	Band 4.1-like protein 2; Required for dynein-dynactin complex and NUMA1 recruitment at the mitotic cell cortex during anaphase; Erythrocyte membrane protein band 4.1
ENSG00000112303	VNN2	ENSP00000322276	520	Vascular non-inflammatory molecule 2; Amidohydrolase that hydrolyzes specifically one of the carboamide linkages in D-pantetheine thus recycling pantothenic acid (vitamin B5) and releasing cysteamine. Involved in the thymus homing of bone marrow cells. May regulate beta-2 integrin-mediated cell adhesion, migration and motility of neutrophil; Vanins
ENSG00000146409	SLC18B1	ENSP00000275227	456	MFS-type transporter SLC18B1; Solute carrier family 18 member B1
ENSG00000028839	TBPL1	ENSP00000237264	186	TATA box-binding protein-like protein 1; Part of a specialized transcription system that mediates the transcription of most ribosomal proteins through the 5'-TCT-3' motif which is a core promoter element at these genes. Seems to also mediate the transcription of NF1. Does not bind the TATA box
ENSG00000118514	ALDH8A1	ENSP00000265605	487	Aldehyde dehydrogenase family 8 member A1; Converts 9-cis-retinal to 9-cis-retinoic acid. Has lower activity towards 13-cis-retinal. Has much lower activity towards all-trans-retinal. Has highest activity with benzaldehyde and decanal (in vitro). Has a preference for NAD, but shows considerable activity with NADP (in vitro)
ENSG00000112339	HBS1L	ENSP00000356811	684	HBS1-like protein; HBS1 like translational GTPase; Belongs to the TRAFAC class translation factor GTPase superfamily. Classic translation factor GTPase family
ENSG00000118513	MYB	ENSP00000339992	761	Transcriptional activator Myb; Transcriptional activator; DNA-binding protein that specifically recognize the sequence 5'-YAAC[GT]G-3'. Plays an important role in the control of proliferation and differentiation of hematopoietic progenitor cells; Myb/SANT domain containing
ENSG00000135541	AHI1	ENSP00000356774	1196	Jouberin; Involved in vesicle trafficking and required for ciliogenesis, formation of primary non-motile cilium, and recruitment of RAB8A to the basal body of primary cilium. Component of the tectonic-like complex, a complex localized at the transition zone of primary cilia and acting as a barrier that prevents diffusion of transmembrane proteins between the cilia and plasma membranes. Involved in neuronal differentiation; WD repeat domain containing
ENSG00000135525	MAP7	ENSP00000482335	779	Ensconsin; Microtubule-stabilizing protein that may play an important role during reorganization of microtubules during polarization and differentiation of epithelial cells. Associates with microtubules in a dynamic manner. May play a role in the formation of intercellular contacts. Colocalization with TRPV4 results in the redistribution of TRPV4 toward the membrane and may link cytoskeletal microfilaments; Belongs to the MAP7 family
ENSG00000051620	HEBP2	ENSP00000475750	205	Heme-binding protein 2; Can promote mitochondrial permeability transition and facilitate necrotic cell death under different types of stress conditions
ENSG00000146386	ABRACL	ENSP00000356632	81	Costars family protein ABRACL; ABRA C-terminal like; Belongs to the costars family
ENSG00000189007	ADAT2	ENSP00000237283	191	tRNA-specific adenosine deaminase 2; Probably participates in deamination of adenosine-34 to inosine in many tRNAs; Belongs to the cytidine and deoxycytidylate deaminase family. ADAT2 subfamily
ENSG00000001036	FUCA2	ENSP00000002165	467	Plasma alpha-L-fucosidase; Alpha-L-fucosidase is responsible for hydrolyzing the alpha-1,6-linked fucose joined to the reducing-end N- acetylglucosamine of the carbohydrate moieties of glycoproteins; Belongs to the glycosyl hydrolase 29 family
ENSG00000164506	STXBP5	ENSP00000321826	1151	Syntaxin-binding protein 5; Plays a regulatory role in calcium-dependent exocytosis and neurotransmitter release. Inhibits membrane fusion between transport vesicles and the plasma membrane. May modulate the assembly of trans-SNARE complexes between transport vesicles and the plasma membrane. Inhibits translocation of GLUT4 from intracellular vesicles to the plasma membrane. Competes with STXBP1 for STX1 binding (By similarity); Belongs to the WD repeat L(2)GL family
ENSG00000120265	PCMT1	ENSP00000356354	286	Protein-L-isoaspartate(D-aspartate) O-methyltransferase; Catalyzes the methyl esterification of L-isoaspartyl and D-aspartyl residues in peptides and proteins that result from spontaneous decomposition of normal L-aspartyl and L-asparaginyl residues. It plays a role in the repair and/or degradation of damaged proteins. Acts on EIF4EBP2, microtubule-associated protein 2, calreticulin, clathrin light chains a and b, Ubiquitin carboxyl-terminal hydrolase isozyme L1, phosphatidylethanolamine- binding protein 1, stathmin, beta-synuclein and alpha-synuclein; Seven-beta-strand methyltransfera [...] 
ENSG00000164520	RAET1E	ENSP00000349709	263	Retinoic acid early transcript 1E; Binds and activates the KLRK1/NKG2D receptor, mediating natural killer cell cytotoxicity
ENSG00000131015	ULBP2	ENSP00000356320	246	UL16-binding protein 2; Binds and activates the KLRK1/NKG2D receptor, mediating natural killer cell cytotoxicity; Belongs to the MHC class I family
ENSG00000111981	ULBP1	ENSP00000229708	244	UL16-binding protein 1; Binds and activates the KLRK1/NKG2D receptor, mediating natural killer cell cytotoxicity; Belongs to the MHC class I family
ENSG00000198729	PPP1R14C	ENSP00000355260	165	Protein phosphatase 1 regulatory subunit 14C; Inhibitor of the PP1 regulatory subunit PPP1CA
ENSG00000120254	MTHFD1L	ENSP00000478253	979	Monofunctional C1-tetrahydrofolate synthase, mitochondrial; May provide the missing metabolic reaction required to link the mitochondria and the cytoplasm in the mammalian model of one-carbon folate metabolism in embryonic an transformed cells complementing thus the enzymatic activities of MTHFD2; In the N-terminal section; belongs to the tetrahydrofolate dehydrogenase/cyclohydrolase family
ENSG00000112031	MTRF1L	ENSP00000356202	380	Peptide chain release factor 1-like, mitochondrial; Mitochondrial peptide chain release factor that directs the termination of translation in response to the peptide chain termination codons UAA and UAG
ENSG00000029639	TFB1M	ENSP00000356134	346	Dimethyladenosine transferase 1, mitochondrial; S-adenosyl-L-methionine-dependent methyltransferase which specifically dimethylates mitochondrial 12S rRNA at the conserved stem loop. Also required for basal transcription of mitochondrial DNA, probably via its interaction with POLRMT and TFAM. Stimulates transcription independently of the methyltransferase activity; Seven-beta-strand methyltransferase motif containing
ENSG00000078269	SYNJ2	ENSP00000347792	1496	Synaptojanin-2; Inositol 5-phosphatase which may be involved in distinct membrane trafficking and signal transduction pathways. May mediate the inhibitory effect of Rac1 on endocytosis; Belongs to the synaptojanin family
ENSG00000272047	GTF2H5	ENSP00000476100	71	General transcription factor IIH subunit 5; Component of the TFIIH basal transcription factor involved in nucleotide excision repair (NER) of DNA and, when complexed to CAK, in RNA transcription by RNA polymerase II. Necessary for the stability of the TFIIH complex and for the presence of normal levels of TFIIH in the cell; General transcription factors
ENSG00000146457	WTAP	ENSP00000351141	396	Pre-mRNA-splicing regulator WTAP; Regulatory subunit of the WMM N6-methyltransferase complex, a multiprotein complex that mediates N6-methyladenosine (m6A) methylation of some adenosine residues of some mRNAs and plays a role in the efficiency of mRNA splicing, processing and mRNA stability. Required for accumulation of METTL3 and METTL14 to nuclear speckle. Acts as a mRNA splicing regulator. Regulates G2/M cell-cycle transition by binding to the 3' UTR of CCNA2, which enhances its stability. Impairs WT1 DNA-binding ability and inhibits expression of WT1 target genes
ENSG00000112110	MRPL18	ENSP00000356001	180	39S ribosomal protein L18, mitochondrial; Together with thiosulfate sulfurtransferase (TST), acts as a mitochondrial import factor for the cytosolic 5S rRNA. The precursor form shows RNA chaperone activity; is able to fold the 5S rRNA into an import-competent conformation that is recognized by rhodanese (TST). Both the cytoplasmic and mitochondrial forms are able to bind to the helix IV-loop D in the gamma domain of the 5S rRNA; Mitochondrial ribosomal proteins
ENSG00000146453	PNLDC1	ENSP00000376007	531	Poly(A)-specific ribonuclease PNLDC1; 3'-exoribonuclease that has a preference for poly(A) tails of mRNAs, thereby efficiently degrading poly(A) tails. Exonucleolytic degradation of the poly(A) tail is often the first step in the decay of eukaryotic mRNAs and is also used to silence certain maternal mRNAs translationally during oocyte maturation and early embryonic development. May act as a regulator of multipotency in embryonic stem cells (By similarity)
ENSG00000112530	PACRG	ENSP00000337946	296	Parkin coregulated gene protein; Suppresses cell death induced by accumulation of unfolded Pael receptor (Pael-R, a substrate of Parkin). Facilitates the formation of inclusions consisting of Pael-R, molecular chaperones, protein degradation molecules and itself when proteasome is inhibited. May play an important role in the formation of Lewy bodies and protection of dopaminergic neurons against Parkinson disease; Armadillo-like helical domain containing
ENSG00000112541	PDE10A	ENSP00000438284	789	cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A; Plays a role in signal transduction by regulating the intracellular concentration of cyclic nucleotides. Can hydrolyze both cAMP and cGMP, but has higher affinity for cAMP and is more efficient with cAMP as substrate. May play a critical role in regulating cAMP and cGMP levels in the striatum, a region of the brain that contributes to the control of movement and cognition; Phosphodiesterases
ENSG00000198818	SFT2D1	ENSP00000354590	159	Vesicle transport protein SFT2A; May be involved in fusion of retrograde transport vesicles derived from an endocytic compartment with the Golgi complex
ENSG00000130396	MLLT4	ENSP00000375960	1743	Afadin; Belongs to an adhesion system, probably together with the E-cadherin-catenin system, which plays a role in the organization of homotypic, interneuronal and heterotypic cell-cell adherens junctions (AJs). Nectin- and actin-filament-binding protein that connects nectin to the actin cytoskeleton
ENSG00000186340	THBS2	ENSP00000355751	1172	Thrombospondin-2; Adhesive glycoprotein that mediates cell-to-cell and cell-to-matrix interactions. Ligand for CD36 mediating antiangiogenic properties
ENSG00000184465	WDR27	ENSP00000416289	895	WD repeat-containing protein 27; WD repeat domain containing
ENSG00000112584	FAM120B	ENSP00000440125	933	Constitutive coactivator of peroxisome proliferator-activated receptor gamma; Functions as a transactivator of PPARG and ESR1. Functions in adipogenesis through PPARG activation (By similarity); Belongs to the constitutive coactivator of PPAR-gamma family
ENSG00000240230	COX19	ENSP00000342015	90	Cytochrome c oxidase assembly protein COX19; May be required for the assembly of mitochondrial cytochrome c oxidase; Mitochondrial respiratory chain complex assembly factors
ENSG00000178381	ZFAND2A	ENSP00000314619	145	Zinc finger AN1-type containing 2A
ENSG00000164880	INTS1	ENSP00000385722	2190	Integrator complex subunit 1; Component of the Integrator (INT) complex, a complex involved in the small nuclear RNAs (snRNA) U1 and U2 transcription and in their 3'-box-dependent processing. The Integrator complex is associated with the C-terminal domain (CTD) of RNA polymerase II largest subunit (POLR2A) and is recruited to the U1 and U2 snRNAs genes (Probable). Mediates recruitment of cytoplasmic dynein to the nuclear envelope, probably as component of the INT complex; Armadillo-like helical domain containing
ENSG00000106268	NUDT1	ENSP00000380241	179	7,8-dihydro-8-oxoguanine triphosphatase; Antimutagenic. Acts as a sanitizing enzyme for oxidized nucleotide pools, thus suppressing cell dysfunction and death induced by oxidative stress. Hydrolyzes 8-oxo-dGTP, 8-oxo-dATP and 2-OH-dATP, thus preventing misincorporation of oxidized purine nucleoside triphosphates into DNA and subsequently preventing A:T to C:G and G:C to T:A transversions. Able to hydrolyze also the corresponding ribonucleotides, 2-OH-ATP, 8-oxo-GTP and 8-oxo-ATP. Does not play a role in U8 snoRNA decapping activity. Binds U8 snoRNA; Nudix hydrolase family
ENSG00000106263	EIF3B	ENSP00000354125	814	Eukaryotic translation initiation factor 3 subunit B; RNA-binding component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is required for several steps in the initiation of protein synthesis. The eIF-3 complex associates with the 40S ribosome and facilitates the recruitment of eIF-1, eIF-1A, eIF-2:GTP:methionyl-tRNAi and eIF-5 to form the 43S pre-initiation complex (43S PIC). The eIF-3 complex stimulates mRNA recruitment to the 43S PIC and scanning of the mRNA for AUG recognition. The eIF-3 complex is also required for disassembly and recycling of post-termin [...] 
ENSG00000136295	TTYH3	ENSP00000258796	523	Protein tweety homolog 3; Probable large-conductance Ca(2+)-activated chloride channel. May play a role in Ca(2+) signal transduction; Belongs to the tweety family
ENSG00000146555	SDK1	ENSP00000385899	2213	Protein sidekick-1; Adhesion molecule that promotes lamina-specific synaptic connections in the retina. Expressed in specific subsets of interneurons and retinal ganglion cells (RGCs) and promotes synaptic connectivity via homophilic interactions; Fibronectin type III domain containing
ENSG00000164916	FOXK1	ENSP00000328720	733	Forkhead box protein K1; Transcriptional regulator that binds to the upstream enhancer region (CCAC box) of myoglobin gene (By similarity). Important regulatory factor of the myogenic progenitor cell population (By similarity). Involved in the cell cycle process, promotes proliferation by repressing Foxo4 transcriptional activity and the cyclin-dependent kinase inhibitor, p21CIP, in the myogenic progenitor cells (By similarity). Represses myogenic differentiation by inhibiting MEFC acitivity (By similarity). Has a role in remodeling processes of adult muscles that occur in response to  [...] 
ENSG00000122674	CCZ1	ENSP00000325681	482	CCZ1 homolog, vacuolar protein trafficking and biogenesis associated
ENSG00000122512	PMS2	ENSP00000265849	862	Mismatch repair endonuclease PMS2; Component of the post-replicative DNA mismatch repair system (MMR). Heterodimerizes with MLH1 to form MutL alpha. DNA repair is initiated by MutS alpha (MSH2-MSH6) or MutS beta (MSH2- MSH6) binding to a dsDNA mismatch, then MutL alpha is recruited to the heteroduplex. Assembly of the MutL-MutS-heteroduplex ternary complex in presence of RFC and PCNA is sufficient to activate endonuclease activity of PMS2. It introduces single-strand breaks near the mismatch and thus generates new entry points for the exonuclease EXO1 to degrade the strand containing t [...] 
ENSG00000086232	EIF2AK1	ENSP00000199389	630	Eukaryotic translation initiation factor 2-alpha kinase 1; Inhibits protein synthesis at the translation initiation level, in response to various stress conditions, including oxidative stress, heme deficiency, osmotic shock and heat shock. Exerts its function through the phosphorylation of EIF2S1 at 'Ser- 48' and 'Ser-51', thus preventing its recycling. Binds hemin forming a 1:1 complex through a cysteine thiolate and histidine nitrogenous coordination. This binding occurs with moderate affinity, allowing it to sense the heme concentration within the cell. Thanks to this unique heme-se [...] 
ENSG00000164535	DAGLB	ENSP00000297056	672	Sn1-specific diacylglycerol lipase beta; Catalyzes the hydrolysis of diacylglycerol (DAG) to 2- arachidonoyl-glycerol (2-AG), the most abundant endocannabinoid in tissues. Required for axonal growth during development and for retrograde synaptic signaling at mature synapses; Belongs to the AB hydrolase superfamily. Lipase family
ENSG00000106392	C1GALT1	ENSP00000389176	363	Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1; Glycosyltransferase that generates the core 1 O-glycan Gal-beta1-3GalNAc-alpha1-Ser/Thr (T antigen), which is a precursor for many extended O-glycans in glycoproteins. Plays a central role in many processes, such as angiogenesis, thrombopoiesis and kidney homeostasis development; Belongs to the glycosyltransferase 31 family. Beta3- Gal-T subfamily
ENSG00000189043	NDUFA4	ENSP00000339720	81	Cytochrome c oxidase subunit NDUFA4; Cytochrome c oxidase (COX, complex IV) is the terminal component of the mitochondrial respiratory chain that catalyzes the reduction of oxygen to water. Required for complex IV maintenance
ENSG00000146530	VWDE	ENSP00000275358	1590	Von Willebrand factor D and EGF domains
